[18435, 18433, 18435, 18435, 18432, 18435, 18433, 18432, 18434, 18430, 18430, 18433, 18429, 18430, 18431, 18428, 18431, 18431, 18429, 18432, 18431, 18431, 18435, 18432, 18433, '0 -> 7']
[18432, 18433, 18424, 18434, 18431, 18426, 18436, 18429, 18429, 18438, 18429, 18433, 18437, 18429, 18437, 18436, 18429, 18438, 18432, 18430, 18438, 18428, 18430, 18436, 18426, '8 -> 15']
[18430, 18434, 18436, 18431, 18434, 18432, 18432, 18435, 18431, 18431, 18432, 18430, 18433, 18432, 18428, 18432, 18431, 18430, 18434, 18429, 18430, 18435, 18431, 18433, 18434, '16 -> 23']
[18433, 18428, 18432, 18430, 18430, 18435, 18429, 18430, 18434, 18430, 18435, 18433, 18429, 18435, 18434, 18432, 18436, 18430, 18431, 18437, 18430, 18432, 18433, 18428, 18434, '24 -> 31']
[18432, 18434, 18435, 18432, 18435, 18435, 18431, 18434, 18432, 18431, 18433, 18429, 18430, 18432, 18428, 18431, 18432, 18428, 18432, 18432, 18430, 18433, 18432, 18432, 18435, '32 -> 39']
[18434, 18426, 18432, 18433, 18426, 18434, 18431, 18428, 18436, 18430, 18431, 18437, 18430, 18434, 18436, 18430, 18436, 18435, 18430, 18436, 18431, 18430, 18436, 18428, 18430, '40 -> 47']
[18434, 18434, 18430, 18434, 18435, 18431, 18435, 18432, 18430, 18434, 18431, 18431, 18431, 18429, 18433, 18432, 18429, 18433, 18431, 18430, 18435, 18431, 18430, 18434, 18431, '48 -> 55']
[18427, 18433, 18433, 18429, 18433, 18430, 18430, 18435, 18431, 18431, 18433, 18430, 18435, 18434, 18430, 18434, 18433, 18432, 18436, 18431, 18430, 18435, 18430, 18432, 18433, '56 -> 63']
[18430, 18433, 18430, 18434, 18433, 18431, 18435, 18435, 18434, 18437, 18432, 18434, 18436, 18431, 18432, 18432, 18428, 18432, 18431, 18428, 18431, 18429, 18430, 18433, 18429, '64 -> 71']
[18435, 18431, 18432, 18431, 18429, 18433, 18430, 18428, 18431, 18429, 18431, 18433, 18428, 18431, 18433, 18431, 18434, 18433, 18431, 18436, 18435, 18434, 18435, 18432, 18434, '72 -> 79']
[18431, 18428, 18434, 18435, 18429, 18430, 18433, 18434, 18438, 18433, 18431, 18434, 18434, 18435, 18432, 18426, 18431, 18433, 18431, 18432, 18428, 18429, 18436, 18433, 18430, '80 -> 87']
[18435, 18436, 18427, 18428, 18434, 18432, 18433, 18429, 18426, 18434, 18435, 18431, 18431, 18427, 18432, 18437, 18431, 18430, 18431, 18432, 18439, 18435, 18429, 18433, 18433, '88 -> 95']
[18431, 18431, 18430, 18431, 18432, 18435, 18434, 18433, 18434, 18435, 18435, 18436, 18433, 18433, 18434, 18433, 18433, 18431, 18429, 18431, 18431, 18429, 18429, 18428, 18429, '96 -> 103']
[18425, 18438, 18435, 18427, 18439, 18427, 18426, 18439, 18425, 18429, 18434, 18421, 18434, 18435, 18423, 18436, 18431, 18428, 18442, 18430, 18430, 18441, 18429, 18437, 18439, '104 -> 111']
[18434, 18431, 18431, 18427, 18433, 18438, 18433, 18431, 18431, 18432, 18439, 18435, 18429, 18431, 18433, 18436, 18435, 18428, 18429, 18432, 18433, 18434, 18427, 18425, 18433, '112 -> 119']
[18433, 18428, 18435, 18441, 18427, 18428, 18432, 18430, 18438, 18430, 18422, 18432, 18433, 18433, 18434, 18424, 18430, 18439, 18433, 18434, 18430, 18427, 18441, 18437, 18429, '120 -> 127']
[18434, 18431, 18433, 18431, 18430, 18433, 18429, 18429, 18431, 18429, 18431, 18431, 18429, 18432, 18432, 18432, 18434, 18431, 18433, 18436, 18433, 18434, 18435, 18432, 18435, '128 -> 135']
[18435, 18431, 18429, 18438, 18429, 18431, 18439, 18430, 18435, 18437, 18428, 18437, 18435, 18428, 18437, 18430, 18428, 18437, 18427, 18429, 18434, 18425, 18433, 18433, 18425, '136 -> 143']
[18432, 18434, 18430, 18430, 18434, 18431, 18431, 18430, 18428, 18433, 18433, 18429, 18432, 18430, 18432, 18436, 18430, 18431, 18434, 18432, 18435, 18435, 18429, 18434, 18435, '144 -> 151']
[18428, 18431, 18437, 18430, 18432, 18433, 18430, 18437, 18435, 18429, 18434, 18433, 18432, 18437, 18429, 18429, 18435, 18430, 18433, 18431, 18426, 18433, 18433, 18430, 18433, '152 -> 159']
[18434, 18436, 18434, 18430, 18431, 18428, 18426, 18429, 18425, 18425, 18427, 18425, 18429, 18430, 18428, 18433, 18433, 18434, 18438, 18435, 18437, 18440, 18437, 18438, 18438, '160 -> 167']
[18431, 18425, 18435, 18431, 18431, 18441, 18432, 18436, 18442, 18433, 18440, 18439, 18431, 18439, 18434, 18429, 18435, 18427, 18426, 18432, 18424, 18426, 18429, 18422, 18430, '168 -> 175']
